proc_cd,modifier,description,rate,rate_unit,is_by_report,region_type,region_value
74019,,,77.00,1,False,state,AZ
74019,26,,22.40,1,False,state,AZ
74019,TC,,54.60,1,False,state,AZ
74021,,,90.30,1,False,state,AZ
74021,26,,26.60,1,False,state,AZ
74021,TC,,63.70,1,False,state,AZ
74022,,,105.00,1,False,state,AZ
74022,26,,31.50,1,False,state,AZ
74022,TC,,73.50,1,False,state,AZ
74150,,,294.00,1,False,state,AZ
74150,26,,116.90,1,False,state,AZ
74150,TC,,177.10,1,False,state,AZ
74160,,,502.60,1,False,state,AZ
74160,26,,125.30,1,False,state,AZ
74160,TC,,377.30,1,False,state,AZ
74170,,,564.90,1,False,state,AZ
74170,26,,137.20,1,False,state,AZ
74170,TC,,427.70,1,False,state,AZ
74174,,,819.70,1,False,state,AZ
74174,26,,214.90,1,False,state,AZ
74174,TC,,604.80,1,False,state,AZ
74175,,,658.70,1,False,state,AZ
74175,26,,177.80,1,False,state,AZ
74175,TC,,480.90,1,False,state,AZ
74176,,,394.10,1,False,state,AZ
74176,26,,170.80,1,False,state,AZ
74176,TC,,223.30,1,False,state,AZ
74177,,,653.80,1,False,state,AZ
74177,26,,178.50,1,False,state,AZ
74177,TC,,475.30,1,False,state,AZ
74178,,,733.60,1,False,state,AZ
74178,26,,196.70,1,False,state,AZ
74178,TC,,536.90,1,False,state,AZ
74181,,,422.80,1,False,state,AZ
74181,26,,143.50,1,False,state,AZ
74181,TC,,279.30,1,False,state,AZ
74182,,,653.10,1,False,state,AZ
74182,26,,169.40,1,False,state,AZ
74182,TC,,483.70,1,False,state,AZ
74183,,,730.10,1,False,state,AZ
74183,26,,215.60,1,False,state,AZ
74183,TC,,514.50,1,False,state,AZ
74185,,,727.30,1,False,state,AZ
74185,26,,175.00,1,False,state,AZ
74185,TC,,552.30,1,False,state,AZ
74190,,,151.90,1,False,state,AZ
74190,26,,45.50,1,False,state,AZ
74190,TC,,106.40,1,False,state,AZ
74210,,,198.80,1,False,state,AZ
74210,26,,57.40,1,False,state,AZ
74210,TC,,141.40,1,False,state,AZ
74220,,,204.40,1,False,state,AZ
74220,26,,58.80,1,False,state,AZ
74220,TC,,145.60,1,False,state,AZ
74221,,,230.30,1,False,state,AZ
74221,26,,68.60,1,False,state,AZ
74221,TC,,161.70,1,False,state,AZ
74230,,,261.80,1,False,state,AZ
74230,26,,52.50,1,False,state,AZ
74230,TC,,209.30,1,False,state,AZ
74235,,,333.90,1,False,state,AZ
74235,26,,116.90,1,False,state,AZ
74235,TC,,217.00,1,False,state,AZ
74240,,,257.60,1,False,state,AZ
74240,26,,79.10,1,False,state,AZ
74240,TC,,178.50,1,False,state,AZ
74246,,,291.90,1,False,state,AZ
74246,26,,88.20,1,False,state,AZ
74246,TC,,203.70,1,False,state,AZ
74248,,,172.90,1,False,state,AZ
74248,26,,68.60,1,False,state,AZ
74248,TC,,104.30,1,False,state,AZ
74250,,,255.50,1,False,state,AZ
74250,26,,79.10,1,False,state,AZ
74250,TC,,176.40,1,False,state,AZ
74251,,,760.90,1,False,state,AZ
74251,26,,114.80,1,False,state,AZ
74251,TC,,646.10,1,False,state,AZ
74261,,,893.20,1,False,state,AZ
74261,26,,235.20,1,False,state,AZ
74261,TC,,658.00,1,False,state,AZ
74262,,,1005.20,1,False,state,AZ
74262,26,,245.70,1,False,state,AZ
74262,TC,,759.50,1,False,state,AZ
74263,,,1415.40,1,False,state,AZ
74263,26,,224.70,1,False,state,AZ
74263,TC,,1190.70,1,False,state,AZ
74270,,,322.00,1,False,state,AZ
